,accuracy,macro_precision,micro_precision,macro_recall,micro_recall,macro_f1,micro_f1,kappa,hamming_loss
0.05,0.8157999999999999,0.7888915194060209,0.8157999999999999,0.8336899154324381,0.8157999999999999,0.8077746905361374,0.8157999999999999,0.7385956701061065,0.18419999999999997
0.1,0.8811399999999999,0.8517557265725583,0.8811399999999999,0.8932458610981994,0.8811399999999999,0.8702398412131003,0.8811399999999999,0.8296000550753948,0.11886
0.15,0.89276,0.8655967449688725,0.89276,0.901111726202632,0.89276,0.8816996797222422,0.89276,0.8456855414207682,0.10724000000000002
0.2,0.9092399999999999,0.8911457087338855,0.9092399999999999,0.9152583598574412,0.9092399999999999,0.9024425302917177,0.9092399999999999,0.8685471527953261,0.09076000000000001
0.25,0.9168999999999999,0.8989096658850942,0.9168999999999999,0.9195204443679912,0.9168999999999999,0.9086114926568605,0.9168999999999999,0.8793273493713575,0.08310000000000001
0.3,0.91802,0.9012011877306112,0.91802,0.9193754155587816,0.91802,0.9097918271147214,0.91802,0.8808579739804224,0.08198
0.35,0.9141400000000001,0.896078709748544,0.9141400000000001,0.9169716536228786,0.9141400000000001,0.9058681971995352,0.9141400000000001,0.8754446915436628,0.08585999999999999
0.4,0.9137400000000002,0.8960977953736909,0.9137400000000002,0.9156301149741657,0.9137400000000002,0.9052854848102343,0.9137400000000002,0.8747835498168057,0.08625999999999999
0.45,0.91502,0.8990389939167751,0.91502,0.9160024673584072,0.91502,0.9070497257832426,0.91502,0.8764652728349622,0.08498000000000001
0.5,0.9127799999999999,0.8955135553428358,0.9127799999999999,0.9123314173891154,0.9127799999999999,0.9034016331584824,0.9127799999999999,0.8731870007231222,0.08721999999999999
0.55,0.9124199999999999,0.8946725336542061,0.9124199999999999,0.9136131205669519,0.9124199999999999,0.9036333937391747,0.9124199999999999,0.8728592674773585,0.08757999999999999
0.6,0.9155600000000003,0.8985827951752973,0.9155600000000003,0.9153785371138942,0.9155600000000003,0.9065195445455343,0.9155600000000003,0.8772385709166857,0.08443999999999999
0.65,0.9129999999999998,0.896665267753224,0.9129999999999998,0.9138891716916633,0.9129999999999998,0.9048181013163447,0.9129999999999999,0.8735640543851417,0.08699999999999998
0.7,0.9137800000000001,0.8964135388382322,0.9137800000000001,0.9145383335583155,0.9137800000000001,0.905012022125783,0.9137800000000001,0.8746920918918687,0.08621999999999998
0.75,0.9124000000000002,0.8962589913648144,0.9124000000000002,0.9120639462182267,0.9124000000000002,0.9037085332956393,0.9124000000000002,0.8726204558201357,0.08760000000000001
0.8,0.9134999999999998,0.896154968365347,0.9134999999999998,0.9138522122271833,0.9134999999999998,0.9045197896232523,0.9134999999999998,0.8743333270230477,0.08649999999999998
0.85,0.91358,0.8954686659705012,0.91358,0.9141797084455185,0.91358,0.9042736155349812,0.91358,0.8745595087355175,0.08642
0.9,0.9120199999999999,0.8940628159204763,0.9120199999999999,0.9127340923666024,0.9120199999999999,0.9028747323313949,0.9120199999999999,0.8722165377084147,0.08798000000000002
0.95,0.91334,0.8947491802786135,0.91334,0.9146292560612537,0.91334,0.904137167708482,0.91334,0.8741717971928117,0.08665999999999999
1.0,0.9114599999999998,0.8939864703653444,0.9114599999999998,0.9118748053630735,0.9114599999999998,0.9024268122588092,0.9114599999999998,0.8713099564835527,0.08854
