,accuracy,macro_precision,micro_precision,macro_recall,micro_recall,macro_f1,micro_f1,kappa,hamming_loss
0.05,0.9169400000000002,0.9011977075349391,0.9169400000000002,0.921307991808346,0.9169400000000002,0.910302322844625,0.9169400000000002,0.8794996450481615,0.08306
0.1,0.9345,0.9220098160129865,0.9345,0.9314474784610716,0.9345,0.926079848927252,0.9345,0.9043468130394692,0.0655
0.15,0.94354,0.9330573054403378,0.94354,0.9378562279489703,0.94354,0.9351484519506807,0.94354,0.9173530354630453,0.05646000000000001
0.2,0.9469600000000001,0.9377335402066244,0.9469600000000001,0.9399356483789038,0.9469600000000001,0.9385821504907131,0.9469600000000001,0.9222618217156311,0.053040000000000004
0.25,0.94988,0.9416083898910638,0.94988,0.9418294838304959,0.94988,0.9414542733791202,0.94988,0.9264740366062643,0.05012000000000001
0.3,0.9498000000000001,0.9421270891462216,0.9498000000000001,0.940911476525881,0.9498000000000001,0.9412740658602005,0.9498000000000001,0.9263062860949866,0.0502
0.35,0.9496600000000002,0.942303928527695,0.9496600000000002,0.940665268006623,0.9496600000000002,0.9412146428122938,0.9496600000000002,0.9260953779044663,0.05034000000000002
0.4,0.9493000000000003,0.9421595813374003,0.9493000000000003,0.9395933391663841,0.9493000000000003,0.9406140802938726,0.9493000000000003,0.9255353791754583,0.05070000000000001
0.45,0.9490799999999999,0.9429135753447856,0.9490799999999999,0.9396004386190038,0.9490799999999999,0.9409320388068513,0.9490799999999999,0.9251917661714699,0.05092000000000001
0.5,0.9490200000000002,0.9429985474041034,0.9490200000000002,0.9393968308970055,0.9490200000000002,0.9408528022494258,0.9490200000000002,0.9250804953353792,0.050980000000000004
0.55,0.9498200000000001,0.944708637671987,0.9498200000000001,0.9392867204342137,0.9498200000000001,0.941671640042078,0.9498200000000001,0.9262130547784723,0.05018000000000001
0.6,0.9503800000000004,0.945637628723723,0.9503800000000004,0.9406496110314667,0.9503800000000004,0.9428502706440162,0.9503800000000004,0.9270346549275579,0.049620000000000004
0.65,0.95034,0.945597407331045,0.95034,0.9399798511312383,0.95034,0.9424993644434895,0.95034,0.9269659583876304,0.04966
0.7,0.9500799999999999,0.9455577399621327,0.9500799999999999,0.9395014684120746,0.9500799999999999,0.9422167924916549,0.9500799999999999,0.9265662388653143,0.049920000000000006
0.75,0.95018,0.9460672632794229,0.95018,0.9392582475155115,0.95018,0.9423286757037478,0.95018,0.9267023859149954,0.04982000000000001
0.8,0.9494800000000001,0.9454258401990596,0.9494800000000001,0.9389163421784663,0.9494800000000001,0.941887278191111,0.9494800000000001,0.9256654425072545,0.05052
0.85,0.9492200000000001,0.9453576661420933,0.9492200000000001,0.9380450058433287,0.9492200000000001,0.941369212100434,0.9492200000000001,0.9252685308474802,0.05078000000000001
0.9,0.9496600000000001,0.9460111612107245,0.9496600000000001,0.9383337665418093,0.9496600000000001,0.9418849135634519,0.9496600000000001,0.9259179676442956,0.05034000000000001
0.95,0.9507799999999998,0.9472666524029087,0.9507799999999998,0.9394347056878617,0.9507799999999998,0.9430469241046759,0.9507799999999998,0.9275563172841984,0.04922000000000001
1.0,0.95016,0.9468398847471097,0.95016,0.9387941904395615,0.95016,0.9425149105589965,0.95016,0.926642534974491,0.049840000000000016
