,accuracy,macro_precision,micro_precision,macro_recall,micro_recall,macro_f1,micro_f1,kappa,hamming_loss
0.05,0.8755,0.8654127499519041,0.8755,0.8984576323151934,0.8755,0.8800976740080714,0.8755,0.821943757626369,0.12450000000000003
0.1,0.9392199999999999,0.9259722272961544,0.9392199999999999,0.9369067471421352,0.9392199999999999,0.9310403468725842,0.9392199999999999,0.9112598702049417,0.06078
0.15,0.9425200000000001,0.9312389456427757,0.9425200000000001,0.9378791493180821,0.9425200000000001,0.9342139209624208,0.9425200000000001,0.9159175590511472,0.05748
0.2,0.9461200000000001,0.9367020579426243,0.9461200000000001,0.9396965913723602,0.9461200000000001,0.9378970553777176,0.9461200000000001,0.9210346144545576,0.05388000000000002
0.25,0.94726,0.9388786531319486,0.94726,0.9402887509374915,0.94726,0.9393076344083147,0.94726,0.9226533826082267,0.05274
0.3,0.94744,0.9402990095183794,0.94744,0.9385236031915583,0.94744,0.9391705384686441,0.94744,0.9228394758882378,0.05256
0.35,0.94802,0.941148972764575,0.94802,0.9393714885622962,0.94802,0.9400166417002458,0.94802,0.9236903953887635,0.051980000000000005
0.4,0.94832,0.9416228092313887,0.94832,0.9388095862019344,0.94832,0.9399326350561088,0.94832,0.9240904331111287,0.051680000000000004
0.45,0.94706,0.9399516139913294,0.94706,0.9376250647020313,0.94706,0.9385580124791727,0.94706,0.9222585382271855,0.05294000000000001
0.5,0.94804,0.9415015191067075,0.94804,0.9385109793415585,0.94804,0.9397415902175313,0.94804,0.9236605635823615,0.051960000000000006
0.55,0.94882,0.9431016013287261,0.94882,0.938666927004019,0.94882,0.9406051267840211,0.94882,0.9247559861712544,0.05118
0.6,0.9488800000000001,0.9433900479897673,0.9488800000000001,0.9384646452339774,0.9488800000000001,0.9406348372882904,0.9488800000000001,0.9248436351135697,0.05112000000000001
0.65,0.94962,0.9446866108210347,0.94962,0.9390947596097186,0.94962,0.9415989239499604,0.94962,0.9259077515640151,0.05038
0.7,0.9490200000000003,0.944229185856375,0.9490200000000003,0.9383305842186165,0.9490200000000003,0.9409482761269866,0.9490200000000003,0.9250378329293454,0.05098000000000002
0.75,0.9488800000000002,0.9441845542018972,0.9488800000000002,0.9377868957579446,0.9488800000000002,0.9406973000149133,0.9488800000000002,0.9247964348982259,0.05112
0.8,0.9497600000000002,0.9452422142308308,0.9497600000000002,0.9390305014672684,0.9497600000000002,0.9418476852996001,0.9497600000000002,0.926101391744502,0.05024000000000002
0.85,0.9493800000000001,0.9454277116134453,0.9493800000000001,0.9380053480658261,0.9493800000000001,0.9414233511171182,0.9493800000000001,0.9255027072713105,0.05062000000000001
0.9,0.9496399999999998,0.9458280748676314,0.9496399999999998,0.9382019054689575,0.9496399999999998,0.9417145587674185,0.9496399999999998,0.9258607492123752,0.05036
0.95,0.9503600000000003,0.9467787737515478,0.9503600000000003,0.9390070749311137,0.9503600000000003,0.9426042328340186,0.9503600000000003,0.9269273010629255,0.049640000000000004
1.0,0.95016,0.9468398847471097,0.95016,0.9387941904395615,0.95016,0.9425149105589965,0.95016,0.926642534974491,0.049840000000000016
