,accuracy,macro_precision,micro_precision,macro_recall,micro_recall,macro_f1,micro_f1,kappa,hamming_loss
0.05,0.8788199999999999,0.8585767171812279,0.8788199999999999,0.8943928366666731,0.8788199999999999,0.8749675748058976,0.8788199999999999,0.8258931146181553,0.12118000000000002
0.1,0.9132000000000001,0.8930395691780038,0.9132000000000001,0.9184236568452979,0.9132000000000001,0.9048530212417881,0.9132000000000001,0.8742011337134984,0.08679999999999997
0.15,0.91526,0.8956910991087206,0.91526,0.9179543021613672,0.91526,0.906131464883118,0.9152600000000001,0.8770129081803948,0.08474
0.2,0.9145399999999999,0.8953390557276423,0.9145399999999999,0.9171423023280016,0.9145399999999999,0.9055317929002275,0.9145399999999999,0.8759573158175131,0.08546000000000001
0.25,0.9171600000000001,0.9010535224922434,0.9171600000000001,0.9193218420870568,0.9171600000000001,0.9096812245303427,0.9171600000000001,0.8796591434261012,0.08283999999999998
0.3,0.9166599999999999,0.8987372199941633,0.9166599999999999,0.9182808353212658,0.9166599999999999,0.907908532497803,0.9166599999999999,0.8789378071674774,0.08334
0.35,0.9120199999999999,0.8941485994189391,0.9120199999999999,0.9134944357254605,0.9120199999999999,0.9032109626053684,0.9120199999999999,0.872256026712628,0.08798
0.4,0.9141200000000002,0.8961611401477834,0.9141200000000002,0.9166816749695134,0.9141200000000002,0.9057869296804303,0.9141200000000002,0.8753463795880196,0.08588000000000001
0.45,0.9157000000000002,0.8986926881046301,0.9157000000000002,0.9171948332363411,0.9157000000000002,0.907424271738669,0.9157000000000002,0.8774888334881972,0.0843
0.5,0.9107599999999999,0.8921799362624793,0.9107599999999999,0.9121157873858539,0.9107599999999999,0.9015500549269824,0.9107599999999999,0.8704804948106909,0.08924
0.55,0.9132600000000001,0.8968046893736608,0.9132600000000001,0.914134354423712,0.9132600000000001,0.9049518163067662,0.9132600000000001,0.8739288194120785,0.08674
0.6,0.91354,0.8965907212543166,0.91354,0.9147565082298165,0.91354,0.9051801345001677,0.91354,0.8744393733443302,0.08646
0.65,0.91142,0.8942967854506628,0.91142,0.91207617247655,0.91142,0.9026229599141128,0.91142,0.8713999033301212,0.08857999999999999
0.7,0.9109,0.893743692528187,0.9109,0.9114788575681132,0.9109,0.9020017120982502,0.9109,0.8706135122981239,0.0891
0.75,0.9108000000000002,0.8935359850113679,0.9108000000000002,0.9118984312871025,0.9108000000000002,0.9021969565916546,0.9108000000000002,0.8704779895267154,0.08920000000000002
0.8,0.9129799999999999,0.8970028570271531,0.9129799999999999,0.9141235561537294,0.9129799999999999,0.905030610676135,0.9129799999999999,0.8736018602111355,0.08702000000000001
0.85,0.9138800000000002,0.8962634679367205,0.9138800000000002,0.9154079475376659,0.9138800000000002,0.9052539464456432,0.9138800000000002,0.8750020760613912,0.08611999999999999
0.9,0.9120799999999999,0.8945437802249738,0.9120799999999999,0.913884671996348,0.9120799999999999,0.9036875598101548,0.9120799999999999,0.8723265618823518,0.08792
0.95,0.91194,0.8949057586090676,0.91194,0.9120592507314923,0.91194,0.9029536642411603,0.91194,0.8720549100621032,0.08806000000000001
1.0,0.9114599999999998,0.8939864703653444,0.9114599999999998,0.9118748053630735,0.9114599999999998,0.9024268122588092,0.9114599999999998,0.8713099564835527,0.08854
