Chi_Square,fisherscore,giniindex,infogain,Mutual_Information,reliefF
0.6269609673308463,0.7836843276773928,0.8800259212243665,0.8800976740080714,0.910302322844625,0.6720444306088932
0.7206987534742284,0.8959332597781687,0.9317158930197514,0.9310403468725842,0.9260798489272521,0.7432611689761177
0.7849487307417929,0.915714810872584,0.9375198322761809,0.9342139209624208,0.9351484519506807,0.7714382851102184
0.9383782922619964,0.9374963339982371,0.9380996808840716,0.9378970553777176,0.9385821504907133,0.7951397624429759
0.9420238168803104,0.9440909469400908,0.938997600089038,0.9393076344083148,0.9414542733791202,0.8102655207267447
0.9419335401353582,0.9448027770502412,0.9393173308576838,0.939170538468644,0.9412740658602003,0.8257585843899775
0.9410141186440144,0.9435228012483664,0.9384671483350948,0.9400166417002458,0.9412146428122938,0.8365104713774499
0.9406624242320504,0.9421017917501268,0.9395749299764558,0.9399326350561088,0.9406140802938726,0.8535801355644869
0.9400465012457998,0.9435533070438612,0.9396945915819126,0.9385580124791728,0.9409320388068512,0.8850929721710529
0.9400281377423658,0.9424875192261204,0.9410199484164437,0.9397415902175312,0.9408528022494258,0.8838351199888617
0.9419404578921856,0.9425440510055796,0.9417203345398708,0.9406051267840212,0.941671640042078,0.8919200753114382
0.9403759728589224,0.9435687180133894,0.94098989095586,0.9406348372882904,0.9428502706440162,0.9108306625892524
0.9417165232906872,0.9426132588956996,0.9404823196796768,0.9415989239499604,0.9424993644434896,0.9190064796557966
0.9415762083899364,0.9431606088887118,0.9411928896333668,0.9409482761269866,0.9422167924916548,0.9195179431435492
0.9428724505691888,0.9417891520590824,0.9415006538932916,0.9406973000149133,0.9423286757037478,0.9188805736985975
0.94299861145081,0.9410602234998028,0.9422288781787248,0.9418476852996,0.941887278191111,0.9189792265408421
0.941705270452188,0.9415785844062148,0.9412615354325328,0.9414233511171182,0.9413692121004341,0.9251605919460484
0.942292909608858,0.9422764793787668,0.9437810145362148,0.9417145587674184,0.941884913563452,0.9425927168517348
0.941187496057944,0.9417909917313012,0.9410893389271366,0.9426042328340186,0.943046924104676,0.9418472298070164
0.9425149105589964,0.9425149105589964,0.9425149105589964,0.9425149105589964,0.9425149105589964,0.9425149105589964
