Chi_Square,fisherscore,giniindex,infogain,Mutual_Information,reliefF
0.19236,0.13856000000000002,0.0888,0.09128,0.07057999999999999,0.17820000000000005
0.16282,0.08316000000000001,0.05880000000000001,0.05946000000000001,0.06312000000000001,0.15651999999999994
0.13620000000000002,0.07084,0.0548,0.05578000000000001,0.056579999999999984,0.14709999999999998
0.05316,0.055219999999999984,0.054120000000000015,0.055480000000000015,0.05284,0.13860000000000006
0.05134000000000001,0.05034000000000001,0.05382000000000001,0.0546,0.05154000000000001,0.13622
0.05236000000000002,0.05076,0.05364000000000002,0.05366000000000001,0.052100000000000014,0.12932000000000002
0.05198000000000001,0.05126,0.054040000000000005,0.054000000000000006,0.053,0.12488000000000002
0.053439999999999994,0.05286000000000001,0.05382000000000002,0.053680000000000005,0.052440000000000014,0.11464000000000002
0.053160000000000006,0.050800000000000026,0.05478,0.054120000000000015,0.053,0.09750000000000003
0.0524,0.0515,0.054140000000000015,0.05328000000000002,0.05304000000000002,0.09606000000000002
0.0532,0.051980000000000005,0.054320000000000014,0.054359999999999985,0.052120000000000014,0.093
0.05204000000000002,0.05266000000000002,0.053000000000000005,0.054120000000000015,0.051600000000000014,0.07769999999999999
0.05284000000000002,0.05240000000000001,0.054460000000000015,0.05410000000000001,0.05234000000000001,0.07157999999999998
0.05348000000000002,0.051960000000000006,0.05370000000000001,0.054460000000000015,0.05202000000000001,0.0721
0.05344,0.05380000000000003,0.05254000000000001,0.052940000000000015,0.053380000000000025,0.07243999999999999
0.05242000000000002,0.05320000000000001,0.05266000000000001,0.05308000000000001,0.052460000000000014,0.07332000000000001
0.05182000000000001,0.052420000000000015,0.05342,0.053780000000000015,0.05206,0.06708
0.05306000000000001,0.05227999999999999,0.052739999999999995,0.05350000000000001,0.05286000000000001,0.05174000000000002
0.05266000000000001,0.05264000000000001,0.05230000000000001,0.05178000000000002,0.05321999999999999,0.052000000000000005
0.052560000000000016,0.052560000000000016,0.052560000000000016,0.052560000000000016,0.052560000000000016,0.052560000000000016
