Chi_Square,fisherscore,giniindex,infogain,Mutual_Information,reliefF
0.5228216880375374,0.6915549719305855,0.8303440534738573,0.821943757626369,0.8794996450481615,0.5723978332868545
0.6658405373193241,0.8638624624612489,0.9122783727011228,0.9112598702049416,0.9043468130394692,0.6704555793658767
0.7530128184573931,0.8933855071141967,0.9204370093529566,0.9159175590511472,0.9173530354630453,0.7117042869125356
0.9220509563355668,0.9192242732311108,0.9209149394384376,0.9210346144545576,0.9222618217156312,0.7442176873992647
0.927580873578683,0.930136100464526,0.9224340352565704,0.9226533826082268,0.9264740366062644,0.7651711740550414
0.9274575279928521,0.930421257003638,0.922192891782532,0.9228394758882378,0.9263062860949866,0.7867501916192247
0.9254926739474416,0.9290847053006108,0.9214006742610245,0.9236903953887636,0.9260953779044664,0.800407797882667
0.9252396201578698,0.9270154859448658,0.9231125921262944,0.9240904331111288,0.9255353791754584,0.8212500523847578
0.9242909225093864,0.9282084090882476,0.9230066219128268,0.9222585382271856,0.92519176617147,0.8548040830593402
0.9243570331006622,0.9275278169792532,0.9250014578736806,0.9236605635823616,0.9250804953353792,0.8537796885145825
0.926388823245224,0.9268881388788388,0.9256619354923188,0.9247559861712544,0.9262130547784724,0.8637879368550904
0.9246026565678428,0.9281673897346436,0.9247824207259626,0.9248436351135696,0.927034654927558,0.887381276334227
0.9261231326214568,0.9268890737478724,0.9240931712703876,0.9259077515640152,0.9269659583876304,0.898329866497664
0.925900527864565,0.9281003486798688,0.9250226945981572,0.9250378329293454,0.9265662388653144,0.8988882287036524
0.9270485661921841,0.9255959456673574,0.9256153754751008,0.924796434898226,0.9267023859149954,0.8977573224549448
0.9271172510427372,0.9247926702289648,0.9262707474588991,0.926101391744502,0.9256654425072544,0.8980805642281459
0.9260029760012916,0.9255397620451956,0.9251446979393886,0.9255027072713105,0.9252685308474802,0.9058447379099236
0.9267752945085752,0.926766171133922,0.9277453135046404,0.9258607492123752,0.9259179676442956,0.9269336169503676
0.9254911092931498,0.9261878383235529,0.9249838117451508,0.9269273010629256,0.9275563172841984,0.9263015439781004
0.926642534974491,0.926642534974491,0.926642534974491,0.926642534974491,0.926642534974491,0.926642534974491
