Chi_Square,fisherscore,giniindex,infogain,Mutual_Information,reliefF
0.7186224853737301,0.7999406578642375,0.8709060108500881,0.8676459853238231,0.8972364929631484,0.7436021838566051
0.7627148025103011,0.8789106521111485,0.914071560047416,0.9130866693896216,0.9077831584882252,0.7731225262347241
0.8008749987420299,0.8965881979114352,0.9198470908063606,0.9183984917895038,0.9171756435376504,0.7855722901545306
0.9220925656321376,0.9191138780899796,0.9207225369044658,0.9187226919313584,0.9225714385261404,0.797061863604202
0.924666327738976,0.9262158114118744,0.9211402764170858,0.919947439568802,0.9244148954832779,0.8003262562956536
0.9231784264449936,0.9255827012365112,0.9213745324204584,0.921304634831611,0.9235766521505302,0.8099979121686586
0.9237120325053446,0.9248314043083072,0.9207084620430546,0.9208019100985548,0.9222412351482484,0.8163186257806078
0.9214855283731644,0.9224610175343996,0.9210383975077968,0.921247870979078,0.9230333682771346,0.8311554276406838
0.9219230247777928,0.9254740734060464,0.9195820680636424,0.9205913741704708,0.9222018081221912,0.8563649154388177
0.9230422318073341,0.9244164250778834,0.9205023597749216,0.9217206189548942,0.9221318532713104,0.8582985545038043
0.9218501090725516,0.9236918347361259,0.9202188334923996,0.92018787089873,0.92345384928268,0.8628386546548326
0.9235462090020792,0.9226844313850808,0.9221036530078212,0.9205350764361376,0.924216978303056,0.8859352854205358
0.9224128720712618,0.9230203921362388,0.9200247042090528,0.9205157944524476,0.923119306803989,0.8949833626804636
0.9214353738326174,0.923671428542978,0.9210978105412628,0.9199766084047952,0.923569080694502,0.8942047647712635
0.921467817687006,0.9209683808605624,0.9227860441778089,0.9221827507399932,0.9215578191756424,0.893765375287402
0.9229466759163792,0.9218448048658264,0.9226195846509608,0.9219819607963944,0.9228887884047048,0.8924706597306883
0.9238183370827724,0.9229732299453508,0.921531631928744,0.9209943994354884,0.9234654629791834,0.901493684415407
0.9219989406155722,0.9231210257017268,0.9224813905472916,0.9213763701948544,0.9222757153315756,0.9239229316937544
0.9226003207076602,0.9225792741214024,0.9230899326743554,0.9238579289735342,0.9217831916440704,0.9235454933486476
0.9226991649009564,0.9226991649009564,0.9226991649009564,0.9226991649009564,0.9226991649009564,0.9226991649009564
